"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role"
"HS3ST3A1",6,2,0.661793694975061,"no",0.192136592268731,0.140461799848749,0.230754691720382,0.0426298548430695,4,1,NA,NA,""
"DNAJC3",7,2,0.66404022942454,"no",-0.00555884941557295,0.248870215666616,0.0084442425356941,0.0961834059274709,3,1,NA,NA,""
"SFTA3",8,2,0.66494336606021,"no",0.0727046099610012,0.161813731398494,0.0852496455560268,0.0282112807175691,4,1,NA,NA,""
"SHMT1",7,2,0.668146471752885,"no",0.129702085093483,0.109137407901221,0.0988943074435285,0.0835286755855416,3,2,0.197246577671872,"no",""
"NKAIN4",7,2,0.668414345397993,"no",0.0220215846442076,0.290625062858537,-0.189963055409837,0.086848928607464,2,2,0.5527260351106,"no",""
"OR2G2",7,2,0.671054001471478,"no",NA,NA,NA,NA,2,2,0.561276267849877,"no",""
"FGF10",5,5,0.67178494243312,"no",-0.13905316186245,0.109499888998201,-0.0899381817368573,0.168141805184719,2,3,0.626395265048047,"no",""
"TTC21B",8,2,0.673105809451095,"no",-0.116728272433266,0.350890286623106,0.109631595714276,0.0774178105845202,5,0,NA,NA,""
"CDRT1",7,2,0.675160796277274,"no",0.120039867883914,0.220338951707604,0.029096194450282,0.152227837334467,4,1,NA,NA,""
"NSF",6,4,0.676996247842701,"no",-0.490928683700388,0.0670270079820159,-0.194316041058898,0.140458175549635,3,2,0.497311474526886,"no",""
"MPZ",8,2,0.678034109757341,"no",0.0320184482298818,0.178195822236996,-0.049938270157376,0.002617288270183,4,1,NA,NA,""
"HDAC9",6,2,0.678944690160755,"no",-0.116678973707138,0.184489786545913,0.0723448058799198,0.0081403885052812,2,2,0.517392854975851,"no",""
"KCNH7",7,2,0.679391974447373,"no",0.078267207184897,0.140942461596008,0.0463654394476641,0.0561043709712899,4,0,NA,NA,""
"RORC",7,3,0.680930131137187,"no",-0.259288805792097,0.222940578248451,-0.0614409078748262,0.188379007053204,3,2,0.471037674569482,"no",""
"HCN1",4,5,0.688192915834064,"no",-0.065817590437574,0.30850128153464,0.0428128915877979,0.327846371713828,1,3,NA,NA,""
"ULK2",7,2,0.692326445467541,"no",-0.15803328840357,0.307221221695873,-0.366328481782646,0.0527363242714015,3,2,0.171335358715023,"no",""
"S100A14",7,3,0.696503847336739,"no",-0.00297929773685652,0.160900149352892,-0.0306794441221814,0.142287107506797,3,2,0.535621377543796,"no",""
"CCDC144A",5,2,0.699906743928896,"no",0.231988833471084,0.070710703459385,0.136959594246827,0.0976296388102747,2,2,0.431336742487881,"no",""
"SETDB1",5,4,0.703798366361243,"no",-0.0926278271317193,0.193806029408716,-0.0498761391339552,0.287122945356399,3,2,0.480221484913232,"no","CLL_Act,HC_Act,MESO_Act"
"LLGL1",7,2,0.703873569612098,"no",-0.147125935495106,0.129150684375417,-0.166911934734092,0.0553582146090445,3,2,0.252595904417448,"no",""
"NTSR2",8,2,0.707795764747892,"no",0.0624257951406296,0.216902499435916,0.0242341657942139,0.118552013383431,4,1,NA,NA,""
"FIP1L1",8,2,0.708303074237339,"no",-0.887532181143905,0.31867926894109,-0.599526334285958,0.12148492754902,4,1,NA,NA,""
"SHE",6,3,0.709989507011301,"no",0.0742251316242785,0.288974557316269,0.0567578153648187,0.350757607290129,2,2,0.375820004966085,"no",""
"CCDC144B",6,2,0.710839605332882,"no",-0.25444765498264,0.200629387049011,0.0946489919987362,0.0261387995505158,0,0,NA,NA,""
"OR2G6",5,3,0.713552262745463,"no",-0.135832302242735,0.506249568110897,-0.35385184509747,0.197309603800506,1,2,NA,NA,""
"PPDPF",8,2,0.718564876325405,"no",0.0305345581118496,0.247412038896732,0.0895593545678484,0.110704379537237,3,2,0.399837521442125,"no",""
"PPIL2",8,2,0.726944693782998,"no",-0.155151131136149,0.16554914685013,0.00490373882348405,0.0777387102140671,4,1,NA,NA,""
"SLC39A11",8,2,0.728993084134178,"no",-0.0486573121960099,0.138054495472532,0.111918375690415,0.0403530529461597,4,1,NA,NA,""
"SOX18",8,2,0.729748860824406,"no",-0.0279196520653846,0.286135609216427,0.017893764276022,0.123280897236595,3,2,0.488785094135609,"no",""
"TRIM46",6,4,0.734961034825447,"no",-0.0931274360583761,0.155270545277758,0.0176643692037642,0.121256384038945,3,2,0.462244568009512,"no",""
"OR2L13",8,2,0.735592833003822,"no",-0.0474330753875139,0.132493761562571,0.151190544526656,0.0603795055722073,3,2,0.280003552900616,"no",""
"C1orf204",8,2,0.740182693484159,"no",NA,NA,NA,NA,0,0,NA,NA,""
"F11R",8,2,0.740662854314529,"no",-0.0037311359163752,0.142846533749501,-0.118773909113846,0.0619342585861719,4,1,NA,NA,""
"PYGO2",6,4,0.749618865503189,"no",-0.324216642952362,0.176704874904966,-0.210550622745371,0.351353565956845,3,2,0.398533205008883,"no",""
"CD1D",8,2,0.750968703005863,"no",0.0310486431044601,0.183741589748048,-0.0601542278476075,0.249561862785547,4,1,NA,NA,""
"SLC47A1",7,2,0.754359010181851,"no",-0.0337279530160933,0.099590272463053,-0.158207141940255,0.104613828112341,3,2,0.084085851159844,"no",""
"SPRR1B",7,3,0.755674862769046,"no",-0.0449352519395465,0.171243792123844,0.0431133024283538,0.0935993383073521,3,2,0.502478487022396,"no",""
"AHR",7,2,0.755836859142125,"no",-0.110187453063335,0.103917285344459,0.0240715610460321,0.0431604212300766,2,2,0.505760951869849,"no",""
"FCRL4",8,2,0.757047776644261,"no",-0.0166722318401387,0.202874066881468,-0.179072751986104,0.031789424180569,4,1,NA,NA,""
"OR2W3",8,2,0.761883168168134,"no",-0.125873008189341,0.187581004645117,-0.198565016737573,0.11928765084827,3,2,0.353201170866849,"no",""
"PRLR",6,4,0.764609876161696,"no",-0.160654638697674,0.300196690150892,0.0555008673523189,0.123351261755643,3,2,0.444838248541865,"no",""
"RAB13",7,3,0.766299254132375,"no",-0.138447137272112,0.187255579897338,-0.373458964467872,0.27405493143168,3,2,0.280721658674448,"no",""
"ARHGEF11",7,3,0.76681154278188,"no",-0.0438516007879014,0.240144016703973,0.125568364324177,0.12447298749718,3,2,0.584927241432221,"no",""
"CCDC144C",7,2,0.767351677702716,"no",NA,NA,NA,NA,0,0,NA,NA,""
"MED9",7,2,0.770500211715341,"no",-0.380473901006897,0.484856713831689,-0.233836116797806,0.0660512003186915,3,2,0.479088618423978,"no",""
"COBLL1",8,2,0.775315390604189,"no",-0.168380900792084,0.160408758214445,-0.192902824690662,0.17581291327257,5,0,NA,NA,""
"CREB3L4",7,3,0.775503998556006,"no",-0.0637083871787187,0.32628912900577,-0.0803562409041147,0.330973969245873,3,2,0.240170160465929,"no",""
"SDHC",8,2,0.776932893074346,"no",0.00826475350892461,0.146787154237606,-0.0453796739250875,0.148889029319746,4,1,NA,NA,""
"DROSHA",6,3,0.780286966474801,"no",-0.379267678809127,0.215076255640705,-0.116699627546203,0.148725662593091,2,2,0.35206116360023,"no","LUSC_LoF,WT_LoF"
"MEOX2",6,3,0.783605875539107,"no",-0.0610005801827482,0.0938109201740611,0.195693335986533,0.0567483519927117,3,2,0.335651905728575,"no",""
"FGF14",8,2,0.783880261676019,"no",-0.0542369361653947,0.134523776982818,0.043512265138288,0.000291103518941349,4,1,NA,NA,""
"FCGR2C",8,2,0.787552594001824,"no",-0.0417773668709382,0.131138033725105,0.120863783751344,0.256245206813028,0,0,NA,NA,""
"RASD1",7,2,0.788114736173089,"no",-0.0815002831535063,0.13342074088843,-0.117498192724804,0.0435031327838132,3,2,0.119785965650822,"no",""
"TTC19",6,3,0.792706432744346,"no",0.0038215757200909,0.144433851040661,0.0240249740255097,0.117780697627141,3,2,0.45363545916154,"no",""
"TPP2",8,2,0.793029487397304,"no",-0.113340995047525,0.267446699553547,-0.104017726354614,0.0325676659195118,4,1,NA,NA,""
"CRCT1",7,3,0.793278805703875,"no",-0.238763061277212,0.227166018946261,-0.148749985434647,0.155870769600066,3,2,0.136797884674362,"no",""
"SOX21",7,2,0.793329915755208,"no",-0.0433330827421467,0.0359166028457377,0.0980520779986643,0.0325965256672687,3,1,NA,NA,"PRAD_LoF"
"AHRR",5,4,0.793757343416816,"no",-0.0910664220957221,0.239454902090491,0.0360196008737221,0.0498688314659574,2,3,0.734076569988829,"no",""
"IQSEC3",8,2,0.795854798345257,"no",-0.138580983854315,0.181892558672185,0.033245448543991,0.171656563627945,4,1,NA,NA,""
"UCKL1",7,2,0.801915153048828,"no",-0.12528596674899,0.215940067211404,0.106346017580918,0.0330166818827834,3,2,0.543608292186521,"no",""
"GRAPL",7,2,0.802919831966658,"no",-0.0305087181695911,0.260061590823391,0.163592382864317,0.0208353259652575,0,0,NA,NA,""
"CHRNB2",7,3,0.80864146517054,"no",-0.266926876701992,0.343845199684552,0.0632187411986195,0.144702375075615,3,2,0.0973306419067935,"no",""
"TPM3",7,3,0.809235644563475,"no",-0.126756596875354,0.244745841794222,-0.2480621061934,0.412668563383242,3,2,0.527956492621822,"no",""
"NIM1",6,4,0.809661290990944,"no",NA,NA,NA,NA,0,0,NA,NA,""
"WASH3P",6,4,0.811527867369063,"no",0.115976503395011,0.208673254211439,0.122565327580214,0.0938353104021713,0,0,NA,NA,""
"GRAP",7,2,0.811594242350024,"no",-0.0128222980362576,0.130411805568067,0.113417429893841,0.0977612026676555,0,0,NA,NA,""
"ADORA2B",6,3,0.816572578831011,"no",0.0090773823519659,0.201368673214575,0.139084887251888,0.210055284432218,3,2,0.474097587853934,"no",""
"SLAMF1",7,2,0.819446019852343,"no",-0.0046364910310371,0.0822868032312443,-0.200353412192553,0.157403138884894,3,1,NA,NA,""
"AGXT2",6,4,0.820178629273267,"no",-0.157701274828525,0.122185487354945,-0.0596001245333162,0.154028632808303,3,2,0.518267798307301,"no",""
"RALGAPA1",7,2,0.828606675942847,"no",0.117015319795072,0.389723451547412,0.0132201390065835,0.148448031567641,4,1,NA,NA,""
"SH2D2A",7,3,0.830098015811198,"no",-0.167357174343469,0.205320373320133,-0.365200116865584,0.253041367006895,3,2,0.327189232372847,"no",""
"GREB1",8,2,0.830408128111079,"no",0.0126042121172735,0.0777307796754117,-0.0691857259303532,0.0602345641755928,4,1,NA,NA,""
"OR10J1",7,2,0.833584121035827,"no",-0.0866001934562015,0.172932237186098,0.071983836216399,0.049977859840422,4,1,NA,NA,""
"OR2T10",5,5,0.83530648477809,"no",0.0831850110637485,0.346107360739988,0.103079326792797,0.099066913011942,3,2,0.142690634934607,"no",""
"COPS3",7,2,0.839994035696978,"no",-0.796122645123717,0.444040749201258,-0.44290091715063,0.109550717562435,3,2,0.51327242493422,"no",""
"COL20A1",7,2,0.842263494520668,"no",0.0516871360843477,0.181466753766128,-0.027795660665623,0.14683232328449,3,2,0.811232817667235,"no",""
"PCK1",7,2,0.847220292159187,"no",-0.0106363002700377,0.227943496761393,0.040377938982416,0.180558237608036,2,2,0.356254753614543,"no",""
"RTEL1-TNFRSF6B",8,2,0.847642992845604,"no",NA,NA,NA,NA,0,0,NA,NA,""
"TNFRSF6B",8,2,0.847642992845604,"no",NA,NA,NA,NA,3,2,0.729326282385895,"no",""
"MYO15A",7,2,0.847657925563026,"no",-0.0933186855256751,0.171313370366336,-0.212263533819394,0.0119245764363415,3,2,0.589527682601697,"no",""
"MTMR12",6,4,0.851669245434011,"no",-0.0404966755836643,0.133555920578876,0.222276684686896,0.176812025709348,3,2,0.803023452934449,"no",""
"PRDM9",5,3,0.853232539101277,"no",0.0141943542336149,0.144641359492451,0.0891135023981363,0.0608436508316037,2,2,0.134633632689254,"no",""
"ARL4A",7,3,0.858393844811476,"no",0.148192664100096,0.144815335414677,0.133395498515955,0.0936833359242696,3,2,0.864261176927424,"no",""
"MYOCD",6,2,0.859829466139118,"no",-0.12015709464448,0.1683498274772,0.00820320712018115,0.0317699582375518,3,1,NA,NA,""
"E2F6",8,2,0.860158206526903,"no",0.10177378301068,0.132136363977983,-0.0816193772843681,0.100290604221787,4,1,NA,NA,""
"CHIC2",8,2,0.870775875499836,"no",-0.187193524976562,0.322257160798039,-0.0362734108569395,0.158162432188395,4,1,NA,NA,""
"OR2M4",8,2,0.876062427614681,"no",-0.256824316387781,0.119638284594559,0.0030640685207125,0.124627736360237,3,2,0.30412550621406,"no",""
"ILF2",7,3,0.877412367515749,"no",-0.27635939555304,0.266521721781102,-0.243713703535718,0.304157970094404,3,2,0.534993531668281,"no",""
"VN1R5",8,2,0.877468493418553,"no",0.186880150390751,0.180297017161465,0.0242385792175362,0.0437626117163988,0,0,NA,NA,""
"OR2L2",8,2,0.878720443046819,"no",-0.00145040721819245,0.219104778894152,0.0859832065700877,0.144320068635463,3,2,0.4572691087478,"no",""
"ANKRD33B",8,2,0.88306906742208,"no",-0.00123845621183418,0.155283290790221,0.0273011284050185,0.126612793036677,3,2,0.591659771183978,"no",""
"CD48",8,2,0.886951014253137,"no",-0.0355092087135231,0.204485653917258,0.180422959054709,0.182607136335266,4,1,NA,NA,""
"GRHL1",8,2,0.894505896367626,"no",0.0409824909290963,0.102956931694315,-0.0685165877781537,0.0540787603121733,4,1,NA,NA,""
"BRIX1",6,4,0.898525042238885,"no",-0.189190386883021,0.227547004324052,-0.174889820137227,0.1033439908478,3,2,0.487903263536752,"no",""
"C1QTNF3-AMACR",6,4,0.901949972297993,"no",-0.0390341605944859,0.234448054186895,0.122787977556833,0.35701531993827,0,0,NA,NA,""
"C1QTNF3",6,4,0.901949972297993,"no",0.107738593409821,0.224485630060466,0.187705775292776,0.101786536267864,3,2,0.182531865389175,"no",""
"GNAS",7,2,0.902233070254898,"no",-0.159599753498236,0.0777515351976855,0.0053816600716125,0.121675400407866,3,2,0.717010913541722,"no","ACC_Act,BCNET_Act,BRCA_Act,CH_Act,COREAD_Act,ESCA_Act,HC_Act,MBL_Act,PAAD_Act"
"SLC2A4RG",8,2,0.90641240579784,"no",-0.103452760338351,0.132803405329092,-0.0426571764729837,0.0458285646594294,3,2,0.326538654148428,"no",""
"ATP1A2",6,2,0.907673489098276,"no",-0.0505028816828642,0.151611090172413,-0.035713842847619,0.176661105978517,2,1,NA,NA,""
"FLCN",7,2,0.908042732354484,"no",-0.065947012334751,0.146853012932862,-0.0862031887499503,0.0387725718740757,3,2,0.359553168338182,"no","COREAD_LoF"
"APOA2",8,2,0.913621752392373,"no",-0.180640446250563,0.181443364229904,-0.200096603252516,0.0166329887372545,4,1,NA,NA,""
"CFL2",8,2,0.921665052917859,"no",-0.127333117781617,0.477219428738797,-0.0337973884415425,0.112716426721134,4,1,NA,NA,""
"DCT",5,2,0.92449794409222,"no",-0.433585581879608,0.139478880758052,-0.148541931768408,0.10208542725337,1,1,NA,NA,""
"IVL",6,3,0.926732438927169,"no",0.0679637797645249,0.0995707309567978,0.266398958643657,0.278671533540775,3,2,0.550328216591465,"no",""
"REST",8,2,0.927181091651166,"no",-0.0671158596962325,0.218730451751462,-0.127815735009994,0.102205766637,4,1,NA,NA,""
"USF1",7,2,0.92912940099885,"no",-0.0656007598108854,0.217051357175671,-0.12706152106771,0.0319461947786486,4,1,NA,NA,""
"FCGR3A",8,2,0.930027507570779,"no",-0.124334723453916,0.192640923527857,-0.12795024375961,0.31016557636965,4,1,NA,NA,""
"FCGR3B",8,2,0.930027507570779,"no",0.14982065096685,0.239449010576603,0.101248710561834,0.261796727841945,4,1,NA,NA,""
"RRM2",8,2,0.933645942266029,"no",-0.695857078882884,0.475880335736874,-0.497668881838904,0.369656231030801,4,1,NA,NA,""
"SLC47A2",6,2,0.933719725720766,"no",0.0296092703406474,0.0905199414749759,0.139392349410094,0.0834871011626937,2,2,0.571158130135364,"no",""
"COCH",7,2,0.935947597873818,"no",-0.142261779808398,0.151114392182003,0.157654002148419,0.136247173894999,3,1,NA,NA,""
"C17orf80",8,2,0.942511154032971,"no",-0.0417098769796697,0.17852525410377,0.0108297053588587,0.00955168341656288,4,1,NA,NA,""
"ASAP2",7,2,0.944200401706583,"no",0.0930402362672334,0.203304321944542,0.101597503572289,0.259779401917539,3,1,NA,NA,""
"ITGB8",8,2,0.946213357230661,"no",-0.180172564050179,0.234443493775951,0.0939396817178025,0.195686166005802,4,1,NA,NA,""
"NNT",4,4,0.94771491257971,"no",-0.123502568879923,0.345242634514229,0.102837708608039,0.19898960211971,2,2,0.296025455674147,"no",""
"SRMS",8,2,0.949561519793096,"no",0.0211163057941218,0.196642411281382,0.0221935336435774,0.120953987182061,3,2,0.835934416535235,"no",""
"AHCTF1",8,2,0.955018973682682,"no",-1.09964229589895,0.249334283373896,-0.563967758994727,0.0578444752199465,3,2,0.549619257316739,"no",""
"SF3B4",7,3,0.957818279865916,"no",-0.950885853299895,0.173906916189308,-0.829007139064652,0.142316116861321,3,2,0.499705940494996,"no",""
"MUC1",6,4,0.959971013946225,"no",-0.054044094812163,0.17624117592256,0.102699873778528,0.270515427449352,3,2,0.460362410529398,"no",""
"PRPF6",8,2,0.963382521994712,"no",-1.03600731786427,0.55279472927155,-0.270807024719158,0.13842493020581,3,2,0.511508855221129,"no",""
"ZNF131",6,4,0.963652520733613,"no",-0.174930716138228,0.280929210060333,0.00992990912480805,0.135502095080641,3,2,0.570525289363183,"no",""
"S100A9",7,3,0.966312290263887,"no",0.0156738149010974,0.32821371770591,0.112872478797473,0.0986417254353442,3,2,0.347004192705437,"no",""
"DGKB",7,3,0.970635342040949,"no",-0.125529543513294,0.277950204371319,0.106130959114845,0.223966682570222,3,2,0.70492913100099,"no",""
"NPR1",4,3,0.975594952792854,"no",0.00992910175444655,0.242568268502588,0.0189868270091875,0.0497890540159049,2,2,0.444078740659254,"no",""
"WDR70",6,4,0.978413265451234,"no",-0.670341333214384,0.417411178218127,-0.370624347637725,0.203418794663556,3,2,0.521498732933575,"no",""
"UBE2L3",8,2,0.98311280931268,"no",-0.223913221405938,0.608501652323062,0.309284353653191,0.123726401034993,4,1,NA,NA,""
"SLC6A19",8,2,0.983160499616935,"no",-0.0208405054362698,0.172718742971611,-0.0157652223051865,0.110335192808759,4,1,NA,NA,""
"TERT",7,2,0.987214923470315,"no",-0.0378938522231738,0.216325702144202,0.227532659348476,0.0267740690052665,4,1,NA,NA,""
"RAE1",8,2,0.988922013318305,"no",-0.967257800650873,0.351439394063964,-0.378638004348454,0.0675711644178525,3,2,0.487525352627228,"no",""
"RAB25",7,3,0.993990810780284,"no",-0.0887205735864871,0.178221381277703,0.0725341485523401,0.109510577105539,3,2,0.317596242286891,"no",""
"ARFRP1",8,2,0.994707498631231,"no",-0.169124195530796,0.363594055101774,0.121334430636434,0.153476255924356,3,2,0.520282030027374,"no",""
"LIME1",7,2,0.99602838790032,"no",-0.335203594536196,0.529951786671392,-0.030507691330426,0.296057197209113,3,2,0.699325113143823,"no",""
"VAPB",8,2,0.997901211061794,"no",-0.145240163723239,0.191304782074501,-0.0883242191634488,0.0162504741651232,3,2,0.176896063186406,"no",""
"CNST",8,2,0.999598599457604,"no",-0.14057538854991,0.180443347659129,0.0327125878954382,0.0023567046783621,3,2,0.477158913524196,"no",""
